Time,ID,Pixel_X,Pixel_Y,Norm_X,Norm_Y,Norm_Z,World_X,World_Y,World_Z
0.08898692810457516,0,439,642,0.6205751895904541,0.3893299698829651,0.20455603301525116,0.0922548919916153,-0.5540265440940857,0.03825640678405762
0.08898692810457516,1,436,633,0.5987266302108765,0.3745803236961365,0.13437089323997498,0.078708216547966,-0.590656578540802,0.016849776729941368
0.08898692810457516,2,435,631,0.5914856195449829,0.3724292516708374,0.13422036170959473,0.07814270257949829,-0.5907060503959656,0.015224162489175797
0.08898692810457516,3,433,630,0.5847669243812561,0.3703266382217407,0.13404329121112823,0.0785452276468277,-0.5910088419914246,0.017224464565515518
0.08898692810457516,4,439,636,0.6203008890151978,0.37954121828079224,0.13091294467449188,0.08557778596878052,-0.5843740105628967,0.013249310664832592
0.08898692810457516,5,440,637,0.6281580328941345,0.38103413581848145,0.13032500445842743,0.0876627117395401,-0.5849823355674744,0.013168347999453545
0.08898692810457516,6,441,638,0.63468998670578,0.3824513554573059,0.13023099303245544,0.08685184270143509,-0.5840324759483337,0.017268270254135132
0.08898692810457516,7,431,630,0.5721164345741272,0.36957478523254395,-0.02880418300628662,0.05470398813486099,-0.6036988496780396,-0.010942414402961731
0.08898692810457516,8,443,640,0.6457850933074951,0.38646894693374634,-0.0294007770717144,0.09315454214811325,-0.5749588012695312,-0.013330304995179176
0.08898692810457516,9,439,645,0.6166264414787292,0.3952130675315857,0.18275679647922516,0.08243194967508316,-0.5412958860397339,0.029811864718794823
0.08898692810457516,10,442,649,0.6395532488822937,0.401056170463562,0.1809236854314804,0.09468653798103333,-0.5314146876335144,0.030453063547611237
0.08898692810457516,11,427,657,0.541354238986969,0.4143774211406708,0.014842504635453224,0.05570425093173981,-0.4846557378768921,0.006833789870142937
0.08898692810457516,12,453,674,0.7081562280654907,0.44350922107696533,-0.1143377497792244,0.11242469400167465,-0.4330674409866333,-0.026179276406764984
0.08898692810457516,13,425,679,0.529879093170166,0.45180708169937134,0.08018791675567627,0.07600333541631699,-0.3837871253490448,0.03687276318669319
0.08898692810457516,14,474,699,0.8387021422386169,0.4850020706653595,-0.028416667133569717,0.16479186713695526,-0.3218526840209961,-0.01889026165008545
0.08898692810457516,15,448,669,0.6780025362968445,0.4342174828052521,0.11927880346775055,0.1418175846338272,-0.4033580720424652,0.01882793940603733
0.08898692810457516,16,452,691,0.6992087364196777,0.4702380299568176,0.11654366552829742,0.10812503844499588,-0.35121771693229675,-0.0005301021737977862
0.08898692810457516,17,454,664,0.7143164873123169,0.4262320399284363,0.10413095355033875,0.1576877236366272,-0.4146813452243805,0.0025277938693761826
0.08898692810457516,18,446,688,0.6627155542373657,0.4667099118232727,0.09641455113887787,0.08436901867389679,-0.3539179861545563,-0.019470108672976494
0.08898692810457516,19,457,665,0.7321743965148926,0.4274018704891205,0.06614087522029877,0.16230382025241852,-0.4200565814971924,-0.009801850654184818
0.08898692810457516,20,441,687,0.6344411373138428,0.4647884666919708,0.050930023193359375,0.07398679852485657,-0.36135047674179077,-0.02589053474366665
0.08898692810457516,21,455,668,0.717682957649231,0.4324202835559845,0.10764914005994797,0.14650002121925354,-0.4093661308288574,0.011625607497990131
0.08898692810457516,22,443,688,0.6473193168640137,0.4661557972431183,0.10249016433954239,0.10093049705028534,-0.3537044823169708,-0.003138405503705144
