Time,Hip_Y,Squat_State
0.28495335578918457,333.0,unknown
0.3954737186431885,336.0,unknown
0.44948506355285645,337.5,unknown
0.4900057315826416,339.0,unknown
0.5344831943511963,340.0,unknown
0.5690629482269287,340.5,unknown
0.6020641326904297,340.5,unknown
0.6360733509063721,340.5,unknown
0.6696133613586426,340.5,unknown
0.701648473739624,340.5,unknown
0.732647180557251,340.5,unknown
0.765254020690918,340.5,unknown
0.8012192249298096,340.5,unknown
0.8512821197509766,341.0,unknown
0.8828089237213135,341.0,unknown
0.924811601638794,341.0,unknown
0.9663434028625488,341.0,unknown
1.0023603439331055,341.0,unknown
1.0363988876342773,341.0,unknown
1.0678703784942627,341.0,unknown
1.0988729000091553,341.0,unknown
1.1308698654174805,341.0,unknown
1.1654443740844727,341.0,unknown
1.1994407176971436,341.0,unknown
1.231412649154663,341.0,unknown
1.2659595012664795,341.0,unknown
1.2989630699157715,341.0,unknown
1.3389692306518555,341.0,unknown
1.371567726135254,341.0,unknown
1.4045698642730713,341.0,unknown
1.4375874996185303,341.0,down
1.4761245250701904,341.0,down
1.5161213874816895,340.5,down
1.566659688949585,341.5,down
1.6136720180511475,342.5,down
1.654198169708252,343.0,down
1.6901955604553223,349.5,down
1.7271997928619385,355.5,down
1.761592149734497,361.5,down
1.797619104385376,377.0,down
1.8306667804718018,387.0,down
1.8692188262939453,388.5,down
1.9142954349517822,398.0,down
1.9530408382415771,410.0,down
1.9870874881744385,418.5,down
2.023047924041748,432.5,down
2.0635859966278076,437.5,down
2.104614496231079,448.5,down
2.1425890922546387,444.5,down
2.188112258911133,444.0,down
2.229114294052124,451.0,down
2.2657108306884766,452.5,down
2.298717737197876,459.0,down
2.3407161235809326,469.0,down
2.3738293647766113,470.0,down
2.4068362712860107,469.5,down
2.4377944469451904,471.5,down
2.4703633785247803,473.5,down
2.505364418029785,471.5,down
2.541376829147339,471.0,down
2.5858981609344482,469.5,down
2.6199307441711426,469.0,down
2.6545636653900146,466.5,down
2.6865615844726562,465.5,down
2.7206003665924072,460.5,down
2.7680912017822266,459.0,down
2.8030924797058105,456.0,down
2.8380892276763916,454.0,down
2.8726260662078857,449.5,down
2.9076249599456787,447.5,down
2.9466569423675537,442.5,down
2.9871997833251953,437.5,down
3.023730516433716,433.0,down
3.0622658729553223,430.5,down
3.106267213821411,424.0,down
3.1567893028259277,418.5,down
3.1957931518554688,416.5,down
3.233795642852783,414.0,down
3.2773308753967285,413.5,down
3.326328754425049,411.5,down
3.377871036529541,410.0,down
3.4138662815093994,406.5,down
3.4508819580078125,404.5,down
3.4914093017578125,403.0,up
3.5314040184020996,398.5,up
3.5739197731018066,398.5,up
3.6128861904144287,398.0,up
3.651913642883301,395.5,up
3.6944427490234375,393.5,up
3.7294387817382812,393.5,up
3.766995906829834,393.0,up
3.8030011653900146,390.0,up
3.8390049934387207,391.5,up
3.8735544681549072,392.5,up
3.9085519313812256,393.0,up
3.945559501647949,393.0,up
3.979193925857544,393.0,up
4.012193202972412,394.0,up
4.0501697063446045,393.5,up
4.085695743560791,393.0,up
4.1196959018707275,393.0,up
4.15425181388855,392.5,up
4.194264650344849,390.5,up
4.230915069580078,389.5,up
4.265592813491821,387.5,up
4.305551290512085,387.0,up
4.354076862335205,385.5,up
4.391123533248901,384.0,up
4.43109130859375,383.0,up
4.468348026275635,383.0,up
4.501386880874634,382.0,up
4.5383460521698,381.5,up
4.5748450756073,380.5,up
4.610814332962036,379.5,up
4.668355703353882,378.5,up
4.718346357345581,377.0,up
4.7578864097595215,376.0,up
4.794885873794556,376.0,up
4.833888530731201,376.0,up
4.872427463531494,375.0,up
4.9124250411987305,376.0,up
