Time,Hip_Y,Squat_State
0.1747112274169922,275.0,unknown
0.26203393936157227,276.5,unknown
0.2936079502105713,276.5,unknown
0.32460665702819824,339.5,unknown
0.3601491451263428,354.5,unknown
0.3918161392211914,357.0,unknown
0.4281005859375,366.5,unknown
0.46109771728515625,387.0,unknown
0.48975062370300293,360.5,unknown
0.5218019485473633,354.0,unknown
0.5537436008453369,343.0,unknown
0.5861046314239502,341.0,unknown
0.6214296817779541,333.0,unknown
0.6649324893951416,336.5,unknown
0.7105240821838379,338.5,unknown
0.7415211200714111,337.5,unknown
0.7755954265594482,338.5,unknown
0.8051369190216064,339.5,unknown
0.8353564739227295,339.0,unknown
0.8674228191375732,337.0,unknown
0.9065539836883545,337.0,unknown
0.949427604675293,337.0,unknown
0.9936614036560059,341.0,unknown
1.0289478302001953,342.5,unknown
1.0584502220153809,344.0,unknown
1.0886573791503906,345.0,unknown
1.1187002658843994,345.0,unknown
1.1499967575073242,345.0,unknown
1.182075023651123,345.0,unknown
1.214113473892212,344.5,unknown
1.2443170547485352,347.0,down
1.2772154808044434,347.5,down
1.312143087387085,349.0,down
1.359194278717041,350.0,down
1.388817310333252,354.5,down
1.4355218410491943,355.5,down
1.4645252227783203,355.0,down
1.4995176792144775,355.5,down
1.5421674251556396,359.0,down
1.5754661560058594,358.5,down
1.6089015007019043,360.0,down
1.6553678512573242,363.0,down
1.6839287281036377,366.0,down
1.7209932804107666,365.0,down
1.7617721557617188,367.0,down
1.7964046001434326,367.5,down
1.8274025917053223,371.5,down
1.8564021587371826,373.5,down
1.8872783184051514,372.0,down
1.9200105667114258,375.5,down
1.950695514678955,374.5,down
1.9819180965423584,374.5,down
2.013917922973633,379.0,down
2.046254873275757,378.5,down
2.077601432800293,378.0,down
2.109954833984375,376.5,down
2.1406352519989014,376.5,down
2.172434091567993,374.0,down
2.20463228225708,376.5,down
2.2329342365264893,374.5,down
2.265958070755005,375.5,down
2.298888683319092,380.5,down
2.341646194458008,392.0,down
2.376112699508667,388.0,down
2.4067232608795166,384.0,down
2.4376943111419678,386.0,down
2.4706852436065674,391.0,down
2.4997289180755615,382.5,down
2.5320324897766113,389.5,down
2.5689985752105713,389.0,down
2.609102487564087,390.5,down
2.64510178565979,395.5,down
2.6791698932647705,394.5,down
2.724703550338745,392.0,down
2.7687015533447266,391.5,down
2.80222225189209,394.5,down
2.845224618911743,400.0,down
2.882749557495117,404.5,down
2.9193081855773926,403.0,down
2.9572689533233643,399.5,down
2.992473840713501,398.0,down
3.0274746417999268,396.0,down
3.0625081062316895,381.5,down
3.0960819721221924,383.5,down
3.1300859451293945,384.5,down
3.1630821228027344,386.0,down
3.1996047496795654,385.0,down
3.235605001449585,383.5,down
3.2824008464813232,390.0,down
3.3339831829071045,388.5,down
3.3749589920043945,388.0,down
3.417473793029785,388.0,down
3.4504783153533936,382.5,down
3.4859912395477295,382.0,down
3.5270018577575684,382.5,down
3.5620028972625732,381.5,down
3.5965206623077393,374.5,down
3.650515556335449,372.0,down
3.6845264434814453,371.0,down
3.7190520763397217,368.5,down
3.7535505294799805,370.0,down
3.787139654159546,371.0,down
3.817173480987549,370.5,down
3.859304428100586,369.5,down
3.8879261016845703,367.5,down
3.932785749435425,366.5,down
3.97843337059021,365.0,down
4.011874675750732,364.0,down
4.058084011077881,363.0,down
4.086628675460815,362.0,down
4.118174076080322,361.5,down
4.149258136749268,359.0,down
4.182246208190918,359.5,down
4.211875915527344,363.0,down
4.242655992507935,371.5,down
4.275700330734253,370.0,down
4.3050665855407715,368.5,down
4.337336301803589,366.0,down
4.370112895965576,357.0,down
4.4690117835998535,396.5,down
4.506776332855225,395.5,down
4.5370471477508545,394.5,down
4.570847511291504,393.5,down
4.602299928665161,392.5,down
4.6412084102630615,390.0,down
4.681251287460327,389.0,down
4.713805437088013,388.0,down
4.745844125747681,386.0,down
4.777811527252197,384.0,down
4.825426340103149,380.5,down
4.85739278793335,379.5,down
4.905948877334595,376.5,down
4.93795108795166,377.0,down
4.980990886688232,377.0,down
5.013548851013184,375.0,down
5.058544397354126,374.5,down
5.094029188156128,372.0,down
5.128033638000488,368.5,down
5.163035154342651,366.5,down
5.200242519378662,366.0,down
5.250238656997681,367.0,down
5.297828674316406,362.5,down
5.34683632850647,360.0,down
5.379875421524048,356.5,down
5.420458078384399,353.0,down
5.4664552211761475,350.5,down
5.4979493618011475,348.5,down
5.530978679656982,345.0,down
5.579021215438843,343.0,down
5.627607345581055,341.0,down
5.6586034297943115,342.0,down
5.715206146240234,342.0,down
5.75223970413208,341.5,down
5.7832465171813965,341.5,down
5.814836740493774,340.5,down
5.845839500427246,340.5,down
5.890395879745483,342.5,down
5.9183924198150635,347.0,down
5.9473958015441895,348.5,down
5.989003658294678,353.0,down
6.029704570770264,357.5,down
6.058459043502808,356.5,down
6.0903990268707275,356.0,down
6.120639801025391,357.0,down
6.155217885971069,359.0,down
6.185091495513916,364.5,down
6.213605165481567,366.5,down
6.249637126922607,368.0,down
6.2806456089019775,367.5,down
6.310724973678589,367.5,down
6.340823411941528,366.0,down
6.3735575675964355,366.5,down
6.407215595245361,366.0,down
6.449090957641602,362.0,down
6.4819862842559814,361.0,down
6.511490106582642,358.0,down
6.544538259506226,354.0,down
6.574106693267822,346.0,down
6.610566854476929,345.0,down
6.655187368392944,345.0,down
6.687806129455566,345.0,down
6.71752142906189,345.5,down
6.748707056045532,346.0,down
6.777421951293945,346.5,down
6.806004524230957,345.5,down
6.843632698059082,343.5,down
6.876410722732544,342.0,down
6.918865203857422,340.5,down
6.950787305831909,337.0,up
6.983199596405029,335.5,up
7.012939929962158,335.0,up
7.039941787719727,335.5,up
7.078696966171265,334.5,up
7.121696472167969,333.0,up
7.152848720550537,332.5,up
7.184176445007324,332.5,up
7.219478368759155,333.0,up
7.261994361877441,332.5,up
7.294584274291992,332.5,up
7.329621076583862,333.0,up
7.3625853061676025,333.0,up
7.399103879928589,333.0,up
7.429103851318359,333.0,up
7.459405899047852,335.0,up
7.498676538467407,335.5,up
7.548303604125977,336.0,up
7.589408874511719,335.5,up
7.621515274047852,335.0,up
7.664609670639038,336.0,up
7.693652391433716,339.0,up
7.720978498458862,340.5,down
7.760082483291626,342.5,down
7.790086507797241,344.5,down
7.820469856262207,346.5,down
7.848503828048706,347.5,down
7.8847644329071045,349.0,down
7.912019729614258,349.0,down
7.949596405029297,349.5,down
7.981952667236328,350.0,down
8.012470722198486,350.0,down
8.04390287399292,350.5,down
8.07289743423462,350.0,down
8.104228019714355,350.5,down
8.137027263641357,350.5,down
8.167542934417725,350.0,down
8.199286460876465,349.5,down
8.232867956161499,349.5,down
8.279091596603394,350.0,down
8.310832500457764,350.0,down
8.343839406967163,349.5,down
8.374836683273315,348.5,down
8.40523910522461,348.5,down
8.437275886535645,348.5,down
8.473238229751587,348.5,down
8.51134443283081,348.5,down
8.543285369873047,348.0,down
8.573508501052856,348.0,down
8.604314088821411,347.5,down
8.63676404953003,347.5,down
8.673475980758667,347.5,down
8.700960397720337,347.5,down
8.730961084365845,347.5,down
8.763103485107422,347.5,down
8.79314661026001,347.5,down
8.823881387710571,347.5,down
8.852064609527588,347.0,down
8.887020349502563,347.0,down
8.917587518692017,346.5,down
8.949066162109375,346.0,down
8.979973316192627,346.0,down
9.01279878616333,346.0,down
9.04381799697876,346.0,down
9.08016037940979,346.0,down
9.110637187957764,346.0,down
9.144669771194458,346.0,down
9.176635980606079,346.0,down
9.215428113937378,346.0,down
9.244460821151733,345.5,down
9.276800632476807,345.5,down
9.308754682540894,345.5,down
9.346887350082397,345.5,down
9.385825157165527,345.5,down
9.415772914886475,345.5,down
9.448478937149048,345.5,down
9.47818899154663,345.5,down
9.511203527450562,345.5,down
9.550166606903076,345.0,down
9.600703239440918,345.0,down
9.63270354270935,345.0,down
9.662702560424805,345.0,down
