Time,Hip_Y,Squat_State
0.17723965644836426,316.0,unknown
0.2819204330444336,315.0,unknown
0.324948787689209,314.5,unknown
0.36446404457092285,313.5,unknown
0.40546536445617676,313.0,unknown
0.44510626792907715,312.5,unknown
0.4840989112854004,312.5,unknown
0.5201272964477539,312.5,unknown
0.5547268390655518,312.0,unknown
0.5897293090820312,311.5,unknown
0.6267030239105225,312.0,unknown
0.6602661609649658,313.0,unknown
0.694265604019165,313.0,unknown
0.7272727489471436,313.5,unknown
0.7677924633026123,313.5,unknown
0.8047976493835449,313.5,unknown
0.8430912494659424,313.0,unknown
0.8770930767059326,313.0,unknown
0.9100606441497803,313.5,unknown
0.9436633586883545,314.5,unknown
0.9786970615386963,315.5,unknown
1.016739845275879,315.0,unknown
1.0498859882354736,315.0,unknown
1.0848898887634277,315.0,unknown
1.121889591217041,314.5,unknown
1.1554229259490967,313.5,unknown
1.1904189586639404,312.5,unknown
1.2234346866607666,312.5,unknown
1.2619562149047852,312.5,unknown
1.3019583225250244,312.5,unknown
1.3405139446258545,312.5,up
1.3744912147521973,312.5,up
1.4084947109222412,312.5,up
1.455064296722412,313.0,up
1.4900918006896973,313.0,up
1.5241403579711914,313.0,up
1.557624340057373,313.0,up
1.5916211605072021,313.0,up
1.6364514827728271,315.5,down
1.6704857349395752,315.5,down
1.711503267288208,316.0,down
1.7510106563568115,316.0,down
1.7910349369049072,316.5,down
1.828087329864502,317.5,down
1.8646178245544434,319.0,down
1.9036519527435303,319.5,down
1.9412269592285156,321.0,down
1.9762201309204102,323.5,down
2.0132269859313965,328.5,down
2.0496020317077637,334.0,down
2.086597442626953,339.0,down
2.126662492752075,339.0,down
2.173717975616455,342.5,down
2.209742784500122,348.5,down
2.2413065433502197,353.0,down
2.272308588027954,356.0,down
2.3183109760284424,360.0,down
2.350428819656372,363.0,down
2.3854284286499023,363.5,down
2.4184751510620117,369.5,down
2.4520139694213867,371.0,down
2.484046697616577,373.5,down
2.514028310775757,375.5,down
2.545644760131836,380.5,down
2.5746090412139893,380.5,down
2.6056482791900635,384.0,down
2.6451783180236816,384.5,down
2.681210994720459,388.0,down
2.7252142429351807,389.5,down
2.755764961242676,392.5,down
2.789767265319824,393.0,down
2.818779706954956,393.5,down
2.849360942840576,394.0,down
2.8793609142303467,394.0,down
2.909360885620117,394.5,down
2.948990821838379,394.5,down
2.9947872161865234,394.0,down
3.0257928371429443,393.5,down
3.0586884021759033,393.5,down
3.0896878242492676,392.0,down
3.1203134059906006,389.5,down
3.151825428009033,385.0,down
3.1987876892089844,384.0,down
3.229792833328247,379.0,down
3.262312889099121,377.0,down
3.2943475246429443,373.0,down
3.3263556957244873,369.0,down
3.3584985733032227,366.0,down
3.3924927711486816,365.0,down
3.4224698543548584,364.5,down
3.4540514945983887,361.5,down
3.489053964614868,360.5,down
3.5230588912963867,359.0,down
3.5625674724578857,357.5,down
3.593569755554199,357.0,down
3.6255764961242676,356.0,down
3.6730918884277344,355.0,down
3.7070906162261963,353.5,down
3.7386817932128906,352.5,up
3.7706825733184814,351.0,up
3.8037164211273193,349.5,up
3.837207794189453,348.0,up
3.8702073097229004,346.5,up
3.903209924697876,345.5,up
3.9407269954681396,343.5,up
3.9857242107391357,343.5,up
4.016768932342529,343.0,up
4.050312519073486,342.5,up
4.080280303955078,340.0,up
4.112279653549194,338.5,up
4.159209728240967,337.0,up
4.189176797866821,336.5,up
4.2211833000183105,335.0,up
4.2516961097717285,333.0,up
4.286697626113892,330.5,up
4.317702293395996,328.0,up
4.348216772079468,327.0,up
4.381216287612915,326.5,up
4.432401180267334,325.0,up
4.480664491653442,324.5,up
4.521610260009766,324.0,up
4.5531206130981445,324.5,up
4.586155891418457,323.5,up
4.6356823444366455,323.0,up
4.682644367218018,323.0,up
4.7136781215667725,321.0,up
4.743237495422363,320.0,up
4.774236679077148,318.5,up
4.805279970169067,318.0,up
4.836120128631592,317.5,up
4.882671117782593,317.5,up
4.913670301437378,317.5,up
4.945230484008789,318.0,up
4.97726845741272,319.5,up
5.007229804992676,320.0,up
5.037820100784302,322.0,up
5.068820238113403,323.5,up
5.099820852279663,327.0,up
5.135370254516602,330.5,up
5.178950071334839,334.5,up
5.2129528522491455,337.0,up
5.2455432415008545,337.5,up
5.291574716567993,341.0,up
5.323612451553345,342.0,up
5.371193885803223,343.5,up
5.401661157608032,342.0,up
5.438275337219238,341.5,up
5.471316576004028,341.5,up
5.50331449508667,341.5,up
5.532896995544434,341.0,up
5.572937965393066,341.5,up
5.601905822753906,347.5,up
5.633541107177734,349.0,up
5.6695332527160645,350.0,up
5.714345693588257,353.5,down
5.748906135559082,356.5,down
5.78190541267395,364.0,down
5.815903663635254,386.5,down
5.848467826843262,392.5,down
5.890461206436157,397.0,down
5.938758373260498,411.0,down
5.971759796142578,415.5,down
6.004756450653076,419.5,down
6.037284851074219,422.0,down
6.070282936096191,420.0,down
6.10428786277771,418.5,down
6.13780665397644,424.0,down
6.173807621002197,426.5,down
6.204808235168457,427.5,down
6.236332178115845,433.0,down
6.266333818435669,428.5,down
6.295330762863159,435.5,down
6.336849212646484,433.5,down
6.36584997177124,439.0,down
6.408851623535156,442.0,down
6.441735029220581,439.0,down
6.472743988037109,432.5,down
6.506707668304443,436.5,down
6.538331985473633,434.5,down
6.570298671722412,430.5,down
6.605335474014282,438.5,down
6.6479620933532715,446.0,down
6.679962158203125,469.0,down
6.712964773178101,510.0,down
6.761485815048218,554.0,down
6.796481132507324,575.0,down
6.834676265716553,576.0,down
6.876673698425293,578.5,down
6.91571044921875,578.0,down
6.955209255218506,575.5,down
6.996222257614136,586.0,down
7.032288074493408,594.0,down
7.06985068321228,587.0,down
7.105848550796509,592.0,down
7.142345428466797,598.0,down
7.178350925445557,599.5,down
7.213344097137451,600.5,down
7.249872207641602,597.0,down
7.286871671676636,600.0,down
7.329913139343262,599.5,down
7.366273880004883,604.5,down
7.407277822494507,607.0,down
7.445915937423706,608.0,down
7.480947732925415,609.0,down
7.516909122467041,614.0,down
7.5543904304504395,615.5,down
7.590392351150513,614.5,down
7.626436710357666,614.5,down
7.6629462242126465,613.5,down
7.698946237564087,613.5,down
7.736019134521484,613.5,down
7.772017955780029,613.5,down
7.808015584945679,614.0,down
7.842573165893555,614.5,down
7.879610061645508,610.5,down
7.917578458786011,609.5,down
7.960131406784058,610.0,down
8.002630472183228,611.0,down
8.044160604476929,611.0,down
8.083163022994995,611.0,down
8.124207019805908,611.5,down
8.161390781402588,611.5,down
8.198399543762207,611.5,down
8.237810850143433,611.5,down
8.278815507888794,611.5,down
8.326856136322021,611.5,down
8.359401941299438,612.0,down
8.393372774124146,612.5,down
8.425429582595825,612.5,down
8.45893931388855,612.5,down
8.493939399719238,612.5,down
8.525981426239014,613.0,down
8.559533834457397,613.0,down
8.5945463180542,613.0,down
8.628572225570679,613.5,down
8.659159660339355,613.5,down
8.691190481185913,614.0,down
8.721232175827026,614.5,down
8.751742124557495,615.5,down
8.786707639694214,616.0,down
8.81774115562439,616.0,down
8.85036849975586,617.0,down
8.915103435516357,617.5,down
8.953625679016113,618.0,down
8.991154670715332,618.5,down
9.021160125732422,618.5,down
9.050670385360718,618.5,down
9.081671953201294,618.5,down
